dba,name_syntax_normalized,name_normalized,detected_known_brands,brand_candidates,is_reviewed_co_brand,has_separator,location_count
SUSANO'S PIZZERIA & RESTAURANT II,SUSANOS PIZZERIA AND RESTAURANT II,SUSANOS PIZZERIA AND RESTAURANT II,,SUSANOS PIZZERIA AND RESTAURANT II,False,True,1
SUSHI & BENTO BY MR LIM,SUSHI AND BENTO BY MR LIM,SUSHI AND BENTO BY MR LIM,,SUSHI AND BENTO BY MR LIM,False,True,1
SUSHI & BENTO BY MR. LIM / THE SLING BAR,SUSHI AND BENTO BY MR LIM THE SLING BAR,SUSHI AND BENTO BY MR LIM THE SLING BAR,,SUSHI AND BENTO BY MR LIM THE SLING BAR,False,True,1
SUSHI & CO,SUSHI AND CO,SUSHI AND CO,,SUSHI AND CO,False,True,4
SUSHI & MORE,SUSHI AND MORE,SUSHI AND MORE,,SUSHI AND MORE,False,True,1
SUSHI & NOODLES,SUSHI AND NOODLES,SUSHI AND NOODLES,,SUSHI AND NOODLES,False,True,1
SUSHI & SIPS CAFE @ STUDENT UNION BUILDING,SUSHI AND SIPS CAFE STUDENT UNION BUILDING,SUSHI AND SIPS CAFE STUDENT UNION BUILDING,,SUSHI AND SIPS CAFE STUDENT UNION BUILDING,False,True,1
SUSHI BY BOU / WAGYU ROOM / PARTEA LAB,SUSHI BY BOU WAGYU ROOM PARTEA LAB,SUSHI BY BOU WAGYU ROOM PARTEA LAB,,SUSHI BY BOU WAGYU ROOM PARTEA LAB,False,True,1
SUSHI DAMO/ DAMO RAMEN,SUSHI DAMO DAMO RAMEN,SUSHI DAMO DAMO RAMEN,,SUSHI DAMO DAMO RAMEN,False,True,1
SUSHI NONAKA / BOKA,SUSHI NONAKA BOKA,SUSHI NONAKA BOKA,,SUSHI NONAKA BOKA,False,True,1
"SUSHI OF GARI, UPPER EAST SIDE",SUSHI OF GARI UPPER EAST SIDE,SUSHI OF GARI UPPER EAST SIDE,,SUSHI OF GARI UPPER EAST SIDE,False,True,1
SUSHI REN / OMAKASE SHIHOU,SUSHI REN OMAKASE SHIHOU,SUSHI REN OMAKASE SHIHOU,,SUSHI REN OMAKASE SHIHOU,False,True,1
SUSHI YOSHI / TSAOCAA,SUSHI YOSHI TSAOCAA,SUSHI YOSHI TSAOCAA,,SUSHI YOSHI TSAOCAA,False,True,1
SUSUKINO RAMEN & SAKE,SUSUKINO RAMEN AND SAKE,SUSUKINO RAMEN AND SAKE,,SUSUKINO RAMEN AND SAKE,False,True,1
SVG CARIBBEAN BAKERY AND RESTAURANT,SVG CARIBBEAN BAKERY AND RESTAURANT,SVG CARIBBEAN BAKERY AND RESTAURANT,,SVG CARIBBEAN BAKERY AND RESTAURANT,False,True,1
SWEET & FAVORITE CAKE SHOP,SWEET AND FAVORITE CAKE SHOP,SWEET AND FAVORITE CAKE SHOP,,SWEET AND FAVORITE CAKE SHOP,False,True,2
SWEET & SOUR,SWEET AND SOUR,SWEET AND SOUR,,SWEET AND SOUR,False,True,1
SWEET AFTON / SIDEKICK,SWEET AFTON SIDEKICK,SWEET AFTON SIDEKICK,,SWEET AFTON SIDEKICK,False,True,1
SWEET FACE / KINN,SWEET FACE KINN,SWEET FACE KINN,,SWEET FACE KINN,False,True,1
SWEET FIRE CAFE & STUDIO,SWEET FIRE CAFE AND STUDIO,SWEET FIRE CAFE AND STUDIO,,SWEET FIRE CAFE AND STUDIO,False,True,1
SWEET SCIENCE / FEATHERWEIGHT,SWEET SCIENCE FEATHERWEIGHT,SWEET SCIENCE FEATHERWEIGHT,,SWEET SCIENCE FEATHERWEIGHT,False,True,1
SWEET TOOTH & CATERING,SWEET TOOTH AND CATERING,SWEET TOOTH AND CATERING,,SWEET TOOTH AND CATERING,False,True,1
SWEETBRIAR / COVINA,SWEETBRIAR COVINA,SWEETBRIAR COVINA,,SWEETBRIAR COVINA,False,True,1
SWEETLEAF COFFEE & COCKTAIL BAR,SWEETLEAF COFFEE AND COCKTAIL BAR,SWEETLEAF COFFEE AND COCKTAIL BAR,,SWEETLEAF COFFEE AND COCKTAIL BAR,False,True,1
SWEETS AND THINGS,SWEETS AND THINGS,SWEETS AND THINGS,,SWEETS AND THINGS,False,True,1
SWEETS BAKERY & CAFE,SWEETS BAKERY AND CAFE,SWEETS BAKERY AND CAFE,,SWEETS BAKERY AND CAFE,False,True,1
SWING 46 JAZZ AND SUPPER CLUB,SWING 46 JAZZ AND SUPPER CLUB,SWING 46 JAZZ AND SUPPER CLUB,,SWING 46 JAZZ AND SUPPER CLUB,False,True,1
Salcedo Cafeteria & Restaurant,SALCEDO CAFETERIA AND RESTAURANT,SALCEDO CAFETERIA AND RESTAURANT,,SALCEDO CAFETERIA AND RESTAURANT,False,True,1
Salt&Smash,SALT AND SMASH,SALT AND SMASH,,SALT AND SMASH,False,True,1
Sea&Soil,SEA AND SOIL,SEA AND SOIL,,SEA AND SOIL,False,True,1
Sebastian's Cafe & Creamery,SEBASTIANS CAFE AND CREAMERY,SEBASTIANS CAFE AND CREAMERY,,SEBASTIANS CAFE AND CREAMERY,False,True,1
"Soh-Mang Social Daycare, LLC",SOH MANG SOCIAL DAYCARE,SOH MANG SOCIAL DAYCARE,,SOH MANG SOCIAL DAYCARE,False,True,1
"Staten Island Ferry Hawks - Hawk City Burger w/ Taste of NY, Dippin' Dots, & Hawk City Creamery",STATEN ISLAND FERRY HAWKS HAWK CITY BURGER W TASTE OF NY DIPPIN DOTS AND HAWK CITY CREAMERY,STATEN ISLAND FERRY HAWKS HAWK CITY BURGER W TASTE OF NY DIPPIN DOTS AND HAWK CITY CREAMERY,,STATEN ISLAND FERRY HAWKS HAWK CITY BURGER W TASTE OF NY DIPPIN DOTS AND HAWK CITY CREAMERY,False,True,1
Sweet Passion Bar & Grill,SWEET PASSION BAR AND GRILL,SWEET PASSION BAR AND GRILL,,SWEET PASSION BAR AND GRILL,False,True,1
T & G FLAVORS,T AND G FLAVORS,T AND G FLAVORS,,T AND G FLAVORS,False,True,1
T & J JAMAICAN FLAVA,T AND J JAMAICAN FLAVA,T AND J JAMAICAN FLAVA,,T AND J JAMAICAN FLAVA,False,True,1
T & T RESTAURANT,T AND T RESTAURANT,T AND T RESTAURANT,,T AND T RESTAURANT,False,True,1
T&Y KITCHEN,T AND Y KITCHEN,T AND Y KITCHEN,,T AND Y KITCHEN,False,True,1
T.O.L.K. ART & COFFEE,T O L K ART AND COFFEE,T O L K ART AND COFFEE,,T O L K ART AND COFFEE,False,True,1
TABLE 40 PIZZERIA AND CAFE,TABLE 40 PIZZERIA AND CAFE,TABLE 40 PIZZERIA AND CAFE,,TABLE 40 PIZZERIA AND CAFE,False,True,1
TABLE 87 / EIGHTY-SEVEN NEXT DOOR,TABLE 87 EIGHTY SEVEN NEXT DOOR,TABLE 87 EIGHTY SEVEN NEXT DOOR,,TABLE 87 EIGHTY SEVEN NEXT DOOR,False,True,1
TACO & DUMPLING,TACO AND DUMPLING,TACO AND DUMPLING,,TACO AND DUMPLING,False,True,1
TACO AND TING,TACO AND TING,TACO AND TING,,TACO AND TING,False,True,1
"TACO BELL, PIATTINO, GREEN LEAFS",TACO BELL PIATTINO GREEN LEAFS,TACO BELL PIATTINO GREEN LEAFS,TACO BELL,TACO BELL PIATTINO GREEN LEAFS,False,True,1
TACOS & TEQUILA,TACOS AND TEQUILA,TACOS AND TEQUILA,,TACOS AND TEQUILA,False,True,1
TACOS 1986 / MIXTECA,TACOS 1986 MIXTECA,TACOS 1986 MIXTECA,,TACOS 1986 MIXTECA,False,True,1
TAKE AWAY & CAFE,TAKE AWAY AND CAFE,TAKE AWAY AND CAFE,,TAKE AWAY AND CAFE,False,True,1
TAKE SUSHI & BOWL,TAKE SUSHI AND BOWL,TAKE SUSHI AND BOWL,,TAKE SUSHI AND BOWL,False,True,1
TANDOORI FOOD & BAKERY,TANDOORI FOOD AND BAKERY,TANDOORI FOOD AND BAKERY,,TANDOORI FOOD AND BAKERY,False,True,1
TAO SUSHI CONCESSION/FRATELLI,TAO SUSHI CONCESSION FRATELLI,TAO SUSHI CONCESSION FRATELLI,,TAO SUSHI CONCESSION FRATELLI,False,True,1
TAP & POUR,TAP AND POUR,TAP AND POUR,,TAP AND POUR,False,True,1
"TAP ROOM, GRAB & GO",TAP ROOM GRAB AND GO,TAP ROOM GRAB AND GO,,TAP ROOM GRAB AND GO,False,True,1
TAQUERIA AL PASTOR AND BAR,TAQUERIA AL PASTOR AND BAR,TAQUERIA AL PASTOR AND BAR,,TAQUERIA AL PASTOR AND BAR,False,True,1
TAQUERIA MARIA & RICARDO,TAQUERIA MARIA AND RICARDO,TAQUERIA MARIA AND RICARDO,,TAQUERIA MARIA AND RICARDO,False,True,1
TARTINERY LAB / BEST DAMN BREAKFAST BURRITO,TARTINERY LAB BEST DAMN BREAKFAST BURRITO,TARTINERY LAB BEST DAMN BREAKFAST BURRITO,,TARTINERY LAB BEST DAMN BREAKFAST BURRITO,False,True,1
TASTE & FLAVORS BAKERY,TASTE AND FLAVORS BAKERY,TASTE AND FLAVORS BAKERY,,TASTE AND FLAVORS BAKERY,False,True,1
TASTEE PATTEE BAKERY AND GRILL,TASTEE PATTEE BAKERY AND GRILL,TASTEE PATTEE BAKERY AND GRILL,,TASTEE PATTEE BAKERY AND GRILL,False,True,1
TASTY AND CO,TASTY AND CO,TASTY AND CO,,TASTY AND CO,False,True,1
TASTY CARIBBEAN BUFFET & MORE,TASTY CARIBBEAN BUFFET AND MORE,TASTY CARIBBEAN BUFFET AND MORE,,TASTY CARIBBEAN BUFFET AND MORE,False,True,1
TASTY DELICIOUS WEST INDIAN BAKERY & RESTAURANT,TASTY DELICIOUS WEST INDIAN BAKERY AND RESTAURANT,TASTY DELICIOUS WEST INDIAN BAKERY AND RESTAURANT,,TASTY DELICIOUS WEST INDIAN BAKERY AND RESTAURANT,False,True,1
TASTY DELICIOUS WEST INDIAN BAKERY& RESTAURANT,TASTY DELICIOUS WEST INDIAN BAKERY AND RESTAURANT,TASTY DELICIOUS WEST INDIAN BAKERY AND RESTAURANT,,TASTY DELICIOUS WEST INDIAN BAKERY AND RESTAURANT,False,True,1
TATTE BAKERY & CAFE,TATTE BAKERY AND CAFE,TATTE BAKERY AND CAFE,,TATTE BAKERY AND CAFE,False,True,2
TAUROS BAR AND RESTAURANT,TAUROS BAR AND RESTAURANT,TAUROS BAR AND RESTAURANT,,TAUROS BAR AND RESTAURANT,False,True,1
TAZA CAFE & DELI,TAZA CAFE AND DELI,TAZA CAFE AND DELI,,TAZA CAFE AND DELI,False,True,1
TEA & SYMPATHY,TEA AND SYMPATHY,TEA AND SYMPATHY,,TEA AND SYMPATHY,False,True,1
TEA AND MILK,TEA AND MILK,TEA AND MILK,,TEA AND MILK,False,True,2
TEA LEAF & CREAMERY,TEA LEAF AND CREAMERY,TEA LEAF AND CREAMERY,,TEA LEAF AND CREAMERY,False,True,1
TEDDY'S BAR & GRILL,TEDDYS BAR AND GRILL,TEDDYS BAR AND GRILL,,TEDDYS BAR AND GRILL,False,True,1
TEDDYS F&B,TEDDYS F AND B,TEDDYS F AND B,,TEDDYS F AND B,False,True,1
TEHUACAN DELI GROCERY & TAQUERIA,TEHUACAN DELI GROCERY AND TAQUERIA,TEHUACAN DELI GROCERY AND TAQUERIA,,TEHUACAN DELI GROCERY AND TAQUERIA,False,True,1
TEPANGOS PIZZA & MEXICAN FOOD,TEPANGOS PIZZA AND MEXICAN FOOD,TEPANGOS PIZZA AND MEXICAN FOOD,,TEPANGOS PIZZA AND MEXICAN FOOD,False,True,1
TEQUILA & MEZCAL,TEQUILA AND MEZCAL,TEQUILA AND MEZCAL,,TEQUILA AND MEZCAL,False,True,1
TERIYAKI & SUSHI,TERIYAKI AND SUSHI,TERIYAKI AND SUSHI,,TERIYAKI AND SUSHI,False,True,2
TERIYAKI HEE JAPANESE GRILL & RAMEN,TERIYAKI HEE JAPANESE GRILL AND RAMEN,TERIYAKI HEE JAPANESE GRILL AND RAMEN,,TERIYAKI HEE JAPANESE GRILL AND RAMEN,False,True,1
"TERIYAKI MASTER, INC.",TERIYAKI MASTER,TERIYAKI MASTER,,TERIYAKI MASTER,False,True,1
TERRACE FISH & CHIPS,TERRACE FISH AND CHIPS,TERRACE FISH AND CHIPS,,TERRACE FISH AND CHIPS,False,True,1
TERRAVITA BAR & KITCHEN,TERRAVITA BAR AND KITCHEN,TERRAVITA BAR AND KITCHEN,,TERRAVITA BAR AND KITCHEN,False,True,1
TEX'S CHICKEN & BURGERS,TEXS CHICKEN AND BURGERS,TEXS CHICKEN AND BURGERS,TEXS CHICKEN AND BURGERS,TEXS CHICKEN AND BURGERS,False,True,11
TEX'S CHICKEN AND BURGER,TEXS CHICKEN AND BURGER,TEXS CHICKEN AND BURGER,,TEXS CHICKEN AND BURGER,False,True,1
TEX*S CHICKEN & BURGERS,TEX S CHICKEN AND BURGERS,TEX S CHICKEN AND BURGERS,,TEX S CHICKEN AND BURGERS,False,True,1
TEXAS CHICKEN & BURGER,TEXAS CHICKEN AND BURGER,TEXAS CHICKEN AND BURGER,,TEXAS CHICKEN AND BURGER,False,True,2
TEXAS CHICKEN & BURGERS,TEXAS CHICKEN AND BURGERS,TEXAS CHICKEN AND BURGERS,TEXAS CHICKEN AND BURGERS,TEXAS CHICKEN AND BURGERS,False,True,16
TEXAS CHICKEN AND BURGERS,TEXAS CHICKEN AND BURGERS,TEXAS CHICKEN AND BURGERS,TEXAS CHICKEN AND BURGERS,TEXAS CHICKEN AND BURGERS,False,True,3
TEXAS HOT CHICKEN AND WINGS,TEXAS HOT CHICKEN AND WINGS,TEXAS HOT CHICKEN AND WINGS,,TEXAS HOT CHICKEN AND WINGS,False,True,1
TEXAS ROTISSERIE & GRILL,TEXAS ROTISSERIE AND GRILL,TEXAS ROTISSERIE AND GRILL,,TEXAS ROTISSERIE AND GRILL,False,True,1
TEXMEX CHICKEN & BURRITO,TEXMEX CHICKEN AND BURRITO,TEXMEX CHICKEN AND BURRITO,,TEXMEX CHICKEN AND BURRITO,False,True,1
TEZIUTLAN BRUNCH & GRILL  CORPORATION,TEZIUTLAN BRUNCH AND GRILL,TEZIUTLAN BRUNCH AND GRILL,,TEZIUTLAN BRUNCH AND GRILL,False,True,1
THAI CREAMERY & CREPE,THAI CREAMERY AND CREPE,THAI CREAMERY AND CREPE,,THAI CREAMERY AND CREPE,False,True,1
THANK YOU DONUTS & CORN DOGS,THANK YOU DONUTS AND CORN DOGS,THANK YOU DONUTS AND CORN DOGS,,THANK YOU DONUTS AND CORN DOGS,False,True,1
"THANK YOU, COME AGAIN",THANK YOU COME AGAIN,THANK YOU COME AGAIN,,THANK YOU COME AGAIN,False,True,1
THE AMBASSADOR GRILL AND LOUNGE (INSIDE HILTON HOTEL),THE AMBASSADOR GRILL AND LOUNGE INSIDE HILTON HOTEL,THE AMBASSADOR GRILL AND LOUNGE INSIDE HILTON HOTEL,,THE AMBASSADOR GRILL AND LOUNGE INSIDE HILTON HOTEL,False,True,1
THE APARTMENT / HOX COFFEE SHOP,THE APARTMENT HOX COFFEE SHOP,THE APARTMENT HOX COFFEE SHOP,,THE APARTMENT HOX COFFEE SHOP,False,True,1
THE BANCHAN & K-CATERING INC.,THE BANCHAN AND K CATERING,THE BANCHAN AND K CATERING,,THE BANCHAN AND K CATERING,False,True,1
THE BAY SHELLFISH & OYSTER BAR,THE BAY SHELLFISH AND OYSTER BAR,THE BAY SHELLFISH AND OYSTER BAR,,THE BAY SHELLFISH AND OYSTER BAR,False,True,1
THE BBQ AND SPICY HOT POT HOUSE,THE BBQ AND SPICY HOT POT HOUSE,THE BBQ AND SPICY HOT POT HOUSE,,THE BBQ AND SPICY HOT POT HOUSE,False,True,1
THE BEST PIZZERIA & WINGS,THE BEST PIZZERIA AND WINGS,THE BEST PIZZERIA AND WINGS,,THE BEST PIZZERIA AND WINGS,False,True,1
THE BIER & CHEESE COLLECTIVE,THE BIER AND CHEESE COLLECTIVE,THE BIER AND CHEESE COLLECTIVE,,THE BIER AND CHEESE COLLECTIVE,False,True,1
THE BISTRO AT THE COURTYARD & RESIDENCE INN BY MARRIOTT,THE BISTRO AT THE COURTYARD AND RESIDENCE INN BY MARRIOTT,THE BISTRO AT THE COURTYARD AND RESIDENCE INN BY MARRIOTT,,THE BISTRO AT THE COURTYARD AND RESIDENCE INN BY MARRIOTT,False,True,1
THE BLARNEY STONE PUB & RESTAURANT,THE BLARNEY STONE PUB AND RESTAURANT,THE BLARNEY STONE PUB AND RESTAURANT,,THE BLARNEY STONE PUB AND RESTAURANT,False,True,1
THE BLEU ROOM RESTAURANT & LOUNGE,THE BLEU ROOM RESTAURANT AND LOUNGE,THE BLEU ROOM RESTAURANT AND LOUNGE,,THE BLEU ROOM RESTAURANT AND LOUNGE,False,True,1
THE BLUE DOG COOKHOUSE AND BAR,THE BLUE DOG COOKHOUSE AND BAR,THE BLUE DOG COOKHOUSE AND BAR,,THE BLUE DOG COOKHOUSE AND BAR,False,True,1
THE BOROUGH BAR & GRILL,THE BOROUGH BAR AND GRILL,THE BOROUGH BAR AND GRILL,,THE BOROUGH BAR AND GRILL,False,True,1
THE BRONX BURGER CO/GAI CHICKEN,THE BRONX BURGER CO GAI CHICKEN,THE BRONX BURGER CO GAI CHICKEN,,THE BRONX BURGER CO GAI CHICKEN,False,True,1
THE BURRITO SHOPPE AND SALAD JUNKIE,THE BURRITO SHOPPE AND SALAD JUNKIE,THE BURRITO SHOPPE AND SALAD JUNKIE,,THE BURRITO SHOPPE AND SALAD JUNKIE,False,True,1
THE C CAFE & WINE,THE C CAFE AND WINE,THE C CAFE AND WINE,,THE C CAFE AND WINE,False,True,1
THE CARNEGIE CIGAR CLUB AND LOUNGE,THE CARNEGIE CIGAR CLUB AND LOUNGE,THE CARNEGIE CIGAR CLUB AND LOUNGE,,THE CARNEGIE CIGAR CLUB AND LOUNGE,False,True,1
THE CHAMPAGNE BAR / THE ROSE CLUB,THE CHAMPAGNE BAR THE ROSE CLUB,THE CHAMPAGNE BAR THE ROSE CLUB,,THE CHAMPAGNE BAR THE ROSE CLUB,False,True,1
THE CHICKEN AND STEAKHOUSE INC,THE CHICKEN AND STEAKHOUSE,THE CHICKEN AND STEAKHOUSE,,THE CHICKEN AND STEAKHOUSE,False,True,1
THE CONCORD / SISTEM,THE CONCORD SISTEM,THE CONCORD SISTEM,,THE CONCORD SISTEM,False,True,1
"THE CORNER CAFE & BAKERY, PIZZA PLUS",THE CORNER CAFE AND BAKERY PIZZA PLUS,THE CORNER CAFE AND BAKERY PIZZA PLUS,,THE CORNER CAFE AND BAKERY PIZZA PLUS,False,True,1
THE CORNER DELI / LA ESQUINA CANTINA,THE CORNER DELI LA ESQUINA CANTINA,THE CORNER DELI LA ESQUINA CANTINA,,THE CORNER DELI LA ESQUINA CANTINA,False,True,1
THE CREPE AND CAKE,THE CREPE AND CAKE,THE CREPE AND CAKE,,THE CREPE AND CAKE,False,True,1
THE DINING ROOM / THE CHAMPAGNE & CAVIAR BAR AT RH GUESTHOUSE,THE DINING ROOM THE CHAMPAGNE AND CAVIAR BAR AT RH GUESTHOUSE,THE DINING ROOM THE CHAMPAGNE AND CAVIAR BAR AT RH GUESTHOUSE,,THE DINING ROOM THE CHAMPAGNE AND CAVIAR BAR AT RH GUESTHOUSE,False,True,1
THE ELEANOR'S EK RESTAURANT & BAR,THE ELEANORS EK RESTAURANT AND BAR,THE ELEANORS EK RESTAURANT AND BAR,,THE ELEANORS EK RESTAURANT AND BAR,False,True,1
THE FIFTH AVENUE HOTEL & CAFE CARMELLINI,THE FIFTH AVENUE HOTEL AND CAFE CARMELLINI,THE FIFTH AVENUE HOTEL AND CAFE CARMELLINI,,THE FIFTH AVENUE HOTEL AND CAFE CARMELLINI,False,True,1
THE FLEUR ROOM / LUCHINI / CAFE D'AVIGNON / LOBBY BAR,THE FLEUR ROOM LUCHINI CAFE DAVIGNON LOBBY BAR,THE FLEUR ROOM LUCHINI CAFE DAVIGNON LOBBY BAR,,THE FLEUR ROOM LUCHINI CAFE DAVIGNON LOBBY BAR,False,True,1
THE FORT WASHINGTON BAKERY AND DELI,THE FORT WASHINGTON BAKERY AND DELI,THE FORT WASHINGTON BAKERY AND DELI,,THE FORT WASHINGTON BAKERY AND DELI,False,True,1
THE GARDEN BAR & GRILL,THE GARDEN BAR AND GRILL,THE GARDEN BAR AND GRILL,,THE GARDEN BAR AND GRILL,False,True,1
THE GRAHAM PIZZA & CHICKEN,THE GRAHAM PIZZA AND CHICKEN,THE GRAHAM PIZZA AND CHICKEN,,THE GRAHAM PIZZA AND CHICKEN,False,True,1
THE GREEN PLACE AFRICAN CUISINE AND RESTAURANT,THE GREEN PLACE AFRICAN CUISINE AND RESTAURANT,THE GREEN PLACE AFRICAN CUISINE AND RESTAURANT,,THE GREEN PLACE AFRICAN CUISINE AND RESTAURANT,False,True,1
THE GRILL / THE POOL,THE GRILL THE POOL,THE GRILL THE POOL,,THE GRILL THE POOL,False,True,1
THE GROVE LANTERN / GOLDFINCH CAFE,THE GROVE LANTERN GOLDFINCH CAFE,THE GROVE LANTERN GOLDFINCH CAFE,,THE GROVE LANTERN GOLDFINCH CAFE,False,True,1
THE HALF PINT / ERNIE'S BAR,THE HALF PINT ERNIES BAR,THE HALF PINT ERNIES BAR,,THE HALF PINT ERNIES BAR,False,True,1
THE HEIGHTS BAR & GRILL,THE HEIGHTS BAR AND GRILL,THE HEIGHTS BAR AND GRILL,,THE HEIGHTS BAR AND GRILL,False,True,1
THE HIGH NOTE / POPCHEW,THE HIGH NOTE POPCHEW,THE HIGH NOTE POPCHEW,,THE HIGH NOTE POPCHEW,False,True,1
THE HOT SPOT BBQ & GRILL,THE HOT SPOT BBQ AND GRILL,THE HOT SPOT BBQ AND GRILL,,THE HOT SPOT BBQ AND GRILL,False,True,1
THE HUMMUS & PITA CO.,THE HUMMUS AND PITA CO,THE HUMMUS AND PITA CO,,THE HUMMUS AND PITA CO,False,True,2
THE IVY COFFEE & BAKERY,THE IVY COFFEE AND BAKERY,THE IVY COFFEE AND BAKERY,,THE IVY COFFEE AND BAKERY,False,True,1
THE JUICE SHOP / NORM'S PIZZA,THE JUICE SHOP NORMS PIZZA,THE JUICE SHOP NORMS PIZZA,,THE JUICE SHOP NORMS PIZZA,False,True,1
THE LAVISH BAR & LOUNGE,THE LAVISH BAR AND LOUNGE,THE LAVISH BAR AND LOUNGE,,THE LAVISH BAR AND LOUNGE,False,True,1
THE LITTLE BEET / MELT SHOP,THE LITTLE BEET MELT SHOP,THE LITTLE BEET MELT SHOP,,THE LITTLE BEET MELT SHOP,False,True,1
THE LITTLE OWL / CHEF'S ROOM,THE LITTLE OWL CHEFS ROOM,THE LITTLE OWL CHEFS ROOM,,THE LITTLE OWL CHEFS ROOM,False,True,1
THE LOST & FOUND,THE LOST AND FOUND,THE LOST AND FOUND,,THE LOST AND FOUND,False,True,1
THE LUXURY COLLECTION HOTEL (EMPLOYEE DININGN ROOM AND PASTRY),THE LUXURY COLLECTION HOTEL EMPLOYEE DININGN ROOM AND PASTRY,THE LUXURY COLLECTION HOTEL EMPLOYEE DININGN ROOM AND PASTRY,,THE LUXURY COLLECTION HOTEL EMPLOYEE DININGN ROOM AND PASTRY,False,True,1
THE MET MUSEUM-BALCONY CAFE & LOUNGE,THE MET MUSEUM BALCONY CAFE AND LOUNGE,THE MET MUSEUM BALCONY CAFE AND LOUNGE,,THE MET MUSEUM BALCONY CAFE AND LOUNGE,False,True,1
THE MILLENNIUM RESTAURANT AND BAKERY,THE MILLENNIUM RESTAURANT AND BAKERY,THE MILLENNIUM RESTAURANT AND BAKERY,,THE MILLENNIUM RESTAURANT AND BAKERY,False,True,1
THE MOSS & GREEN GARDEN LLC,THE MOSS AND GREEN GARDEN,THE MOSS AND GREEN GARDEN,,THE MOSS AND GREEN GARDEN,False,True,1
THE NEW YORK AND PRESBYTERIAN HOSPITAL,THE NEW YORK AND PRESBYTERIAN HOSPITAL,THE NEW YORK AND PRESBYTERIAN HOSPITAL,,THE NEW YORK AND PRESBYTERIAN HOSPITAL,False,True,1
THE OVAL SPORTS BAR & LOUNGE,THE OVAL SPORTS BAR AND LOUNGE,THE OVAL SPORTS BAR AND LOUNGE,,THE OVAL SPORTS BAR AND LOUNGE,False,True,1
THE PALMS WEST INDIAN & AMERICAN CUISINE,THE PALMS WEST INDIAN AND AMERICAN CUISINE,THE PALMS WEST INDIAN AND AMERICAN CUISINE,,THE PALMS WEST INDIAN AND AMERICAN CUISINE,False,True,1
THE PARLIAMENT / BENJAMIN ROYAL SONESTA HOTEL,THE PARLIAMENT BENJAMIN ROYAL SONESTA HOTEL,THE PARLIAMENT BENJAMIN ROYAL SONESTA HOTEL,,THE PARLIAMENT BENJAMIN ROYAL SONESTA HOTEL,False,True,1
"THE PENINSULA NEW YORK, CLEMENT/ THE GOTHAM LOUNGE/ PENT TOP",THE PENINSULA NEW YORK CLEMENT THE GOTHAM LOUNGE PENT TOP,THE PENINSULA NEW YORK CLEMENT THE GOTHAM LOUNGE PENT TOP,,THE PENINSULA NEW YORK CLEMENT THE GOTHAM LOUNGE PENT TOP,False,True,1
THE PENNY FARTHING & Linen Hall,THE PENNY FARTHING AND LINEN HALL,THE PENNY FARTHING AND LINEN HALL,,THE PENNY FARTHING AND LINEN HALL,False,True,1
THE PIZZA PLACE & RESTAURANT,THE PIZZA PLACE AND RESTAURANT,THE PIZZA PLACE AND RESTAURANT,,THE PIZZA PLACE AND RESTAURANT,False,True,1
THE PLEAT CAFE AND BAR,THE PLEAT CAFE AND BAR,THE PLEAT CAFE AND BAR,,THE PLEAT CAFE AND BAR,False,True,1
THE POINT CAFE & GRILL,THE POINT CAFE AND GRILL,THE POINT CAFE AND GRILL,,THE POINT CAFE AND GRILL,False,True,1
"THE PRIME RIB, DUNKIN DONUTS - FA8040 (CA8041)",THE PRIME RIB DUNKIN DONUTS FA8040 CA8041,THE PRIME RIB DUNKIN DONUTS FA8040 CA8041,DUNKIN,THE PRIME RIB DUNKIN DONUTS FA8040 CA8041,False,True,1
THE RABBIT BOOKS AND BAR,THE RABBIT BOOKS AND BAR,THE RABBIT BOOKS AND BAR,,THE RABBIT BOOKS AND BAR,False,True,1
"THE RAG TRADER, BOPEEP BAR",THE RAG TRADER BOPEEP BAR,THE RAG TRADER BOPEEP BAR,,THE RAG TRADER BOPEEP BAR,False,True,1
THE RAIL BAR & GRILL,THE RAIL BAR AND GRILL,THE RAIL BAR AND GRILL,,THE RAIL BAR AND GRILL,False,True,1
THE RED DOORS BAR AND GRILL,THE RED DOORS BAR AND GRILL,THE RED DOORS BAR AND GRILL,,THE RED DOORS BAR AND GRILL,False,True,1
THE REGENCY BAR & GRILL / SANT AMBROEUS,THE REGENCY BAR AND GRILL SANT AMBROEUS,THE REGENCY BAR AND GRILL SANT AMBROEUS,,THE REGENCY BAR AND GRILL SANT AMBROEUS,False,True,1
THE RINKSIDE & LODGE BAR,THE RINKSIDE AND LODGE BAR,THE RINKSIDE AND LODGE BAR,,THE RINKSIDE AND LODGE BAR,False,True,1
"THE RITZ-CARLTON HOTEL, AUDEN",THE RITZ CARLTON HOTEL AUDEN,THE RITZ CARLTON HOTEL AUDEN,,THE RITZ CARLTON HOTEL AUDEN,False,True,1
THE ROCK BILLIARD AND BAR,THE ROCK BILLIARD AND BAR,THE ROCK BILLIARD AND BAR,,THE ROCK BILLIARD AND BAR,False,True,1
THE ROCK HOUSE BAR & GRILL,THE ROCK HOUSE BAR AND GRILL,THE ROCK HOUSE BAR AND GRILL,,THE ROCK HOUSE BAR AND GRILL,False,True,1
